"longitude","latitude","Herbaceous.Croplands.PLAND","Sparse.Shrublands.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Shrubland.Grassland.Mosaics.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Barren.PLAND","Urban.PLAND","Herbaceous.Wetlands.PLAND","Evergreen.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND"
-114.1239386,44.55669451,1.256575102,0,47.42840444,46.46405611,0,0.701344243,5.026300409,0.350672122,0,0,0,0
-113.7873952,44.55669451,2.776154296,0,60.69549971,31.76504968,0,1.285797779,3.974284044,1.782583285,0,0.029222677,0,0
-113.4508519,44.55669451,0,0,58.43148521,24.70554438,0,3.217466245,9.049123815,4.108014938,0,0,0.143636886,0
-113.1143085,44.55669451,0.08766803,0,89.97662186,6.282875511,0,0.292226768,2.805376973,0.438340152,0,0.029222677,0.058445354,0
-112.7777651,44.55669451,0,0,91.03705832,4.883654122,0,0.287273772,3.533467394,0.086182132,0,0.028727377,0.172364263,0
-112.4412218,44.55669451,0.029222677,0,95.4704851,0.496785506,0,2.893045003,1.110461718,0,0.146113384,0,0.029222677,0
-112.1046784,44.55669451,0,0,71.70353347,2.585463947,0,14.85205401,8.962941683,1.12036771,0,0,0.632002298,0
-111.7681351,44.55669451,0,0,65.66335476,0.613676213,0,19.46230275,12.74108708,0,0,0.876680304,0.350672122,0
-111.4315917,44.55669451,0,0,42.75277615,0.233781414,0,34.24897721,19.75452951,0,0,0.175336061,2.396259497,0
-111.0950483,44.55669451,0,0,21.5371128,0.029222677,0,45.0905903,27.08942139,0,0,0.146113384,4.354178843,0
-110.758505,44.55669451,0,0,7.451782583,1.081239041,0,61.39684395,22.85213326,0.058445354,0.204558738,0.029222677,0.672121566,0
-110.4219616,44.55669451,0,0,29.77790766,3.711279953,0,31.99883109,16.7445938,0.350672122,0,0.64289889,0.613676213,0
-109.7488749,44.55669451,0.057454754,0,20.6549842,41.88451594,0,1.378914105,28.26773916,6.549841999,0,0,0,0
-109.4123315,44.55669451,0,0,36.03156049,32.02805377,0,2.893045003,19.69608416,6.01987142,0.233781414,0.496785506,0.175336061,0
-109.0757882,44.55669451,0.861821316,0,70.58316576,23.12553864,0,1.924734272,3.792013789,0.057454754,0.976730824,0.028727377,0.517092789,0
-108.7392448,44.55669451,7.218001169,0,46.96084161,53.00993571,0,0,0.029222677,0,0,0,0,0
-108.4027015,44.55669451,6.633547633,0,27.26475745,68.99473992,0,0,0,3.74050263,0,0,0,0
-108.0661581,44.55669451,1.081239041,0,30.59614261,69.19929866,0,0,0,0.204558738,0.146113384,0,0,0
-107.7296148,44.55669451,0.701344243,0,78.17066043,19.57919345,0,1.256575102,0.993571011,0,0,0,0,0
-107.3930714,44.55669451,0,0,60.75394506,8.29924021,0,20.3974284,6.779661017,0.058445354,0,0.233781414,3.711279953,0
-122.0356668,44.31688815,0,0,8.065458796,2.805376973,0,6.779661017,1.022793688,6.75043834,0,1.373465809,74.13793103,0.438340152
-121.3653367,44.31688815,1.665692577,0,58.38690824,8.094681473,0,15.13734658,7.276446523,0.175336061,3.126826417,0.029222677,10.92928112,0
-120.3598416,44.31688815,0,0,43.63852556,0.475624257,0,18.48989298,22.23543401,0,0,0.356718193,15.16052319,0
-120.0246766,44.31688815,0.237812128,0,62.09869203,0.118906064,0,18.07372176,18.40071344,0,0,0,1.307966706,0
-119.6895115,44.31688815,0,0,38.67419738,0.089179548,0,26.04042806,29.39952438,0,0,0.267538644,5.79667063,0
-118.0136864,44.31688815,1.070154578,0,91.2901308,0.237812128,0,7.134363853,1.159334126,0,0,0,0.178359096,0
-117.6785213,44.31688815,3.00993571,0,98.48042081,0.409117475,0,0.438340152,0.584453536,0.08766803,0,0,0,0
-117.3433563,44.31688815,4.637336504,0,99.078478,0.832342449,0,0.029726516,0,0.059453032,0.624256837,0,0,0
-116.6730262,44.31688815,0.237812128,0,98.69203329,0.802615933,0,0,0,0.297265161,0,0.059453032,0,0
